event_id,user_id,user_group,user_type,session_id,property_id,event_type,event_timestamp,event_age_days,event_weight,recency_weight,final_event_weight,hidden_match_score
E00000050,U00255,short_term,budget_traveller,S_U00255_001,17563458,view_images,2026-04-23 21:52:35,0.59,3.0,0.9935,2.9804,0.8534
E00000051,U00255,short_term,budget_traveller,S_U00255_001,28961392,open_listing,2026-04-23 11:10:56,1.03,1.0,0.9886,0.9886,0.8469
E00000052,U00255,short_term,budget_traveller,S_U00255_001,10182761,check_amenities,2026-04-22 23:15:25,1.53,3.0,0.9831,2.9494,0.967
E00000053,U00255,short_term,budget_traveller,S_U00255_001,1150710862880177494,check_amenities,2026-04-23 20:13:26,0.66,3.0,0.9927,2.9782,0.7342
E00000054,U00255,short_term,budget_traveller,S_U00255_001,3210925,check_location,2026-04-22 20:15:23,1.66,3.0,0.9818,2.9453,0.9225
E00000055,U00255,short_term,budget_traveller,S_U00255_001,1339716815357027080,check_amenities,2026-04-23 07:17:58,1.2,3.0,0.9868,2.9604,0.8348
E00000056,U00255,short_term,budget_traveller,S_U00255_001,1172034249327609732,open_listing,2026-04-22 23:31:18,1.52,1.0,0.9833,0.9833,0.8498
E00000057,U00255,short_term,budget_traveller,S_U00255_001,11720900,open_listing,2026-04-23 14:37:02,0.89,1.0,0.9901,0.9901,0.927
E00000058,U00255,short_term,budget_traveller,S_U00255_001,23734501,check_amenities,2026-04-23 22:52:15,0.55,3.0,0.9939,2.9818,0.8073
E00000059,U00255,short_term,budget_traveller,S_U00255_001,1285087262997772062,view_images,2026-04-23 11:42:01,1.01,3.0,0.9888,2.9664,0.6251
E00000060,U00255,short_term,budget_traveller,S_U00255_001,34181473,check_location,2026-04-23 08:06:58,1.16,3.0,0.9872,2.9615,0.747
E00000061,U00255,short_term,budget_traveller,S_U00255_001,1178274869819749714,view_images,2026-04-23 08:31:20,1.14,3.0,0.9874,2.9621,0.7506
E00000062,U00255,short_term,budget_traveller,S_U00255_001,862810236632875683,check_location,2026-04-23 02:49:56,1.38,3.0,0.9848,2.9543,0.6203
E00000063,U00255,short_term,budget_traveller,S_U00255_001,53406405,open_listing,2026-04-23 18:53:41,0.71,1.0,0.9921,0.9921,0.6922
E00000064,U00255,short_term,budget_traveller,S_U00255_001,927987735792531014,view_images,2026-04-23 13:06:33,0.95,3.0,0.9895,2.9684,0.63
E00000065,U00255,short_term,budget_traveller,S_U00255_001,52719773,check_location,2026-04-23 18:07:20,0.74,3.0,0.9918,2.9753,0.8963
E00000066,U00255,short_term,budget_traveller,S_U00255_001,1147328000727717504,view_images,2026-04-23 21:02:31,0.62,3.0,0.9931,2.9793,0.8733
E00000067,U00255,short_term,budget_traveller,S_U00255_001,762612818088800851,open_listing,2026-04-23 00:13:18,1.49,1.0,0.9836,0.9836,0.7616
E00000068,U00256,short_term,family_group,S_U00256_001,1186056866526505310,impression,2026-04-23 08:30:35,1.15,0.2,0.9874,0.1975,0.4446
E00000069,U00256,short_term,family_group,S_U00256_001,52940478,impression,2026-04-24 05:21:55,0.28,0.2,0.9969,0.1994,0.198
E00000070,U00256,short_term,family_group,S_U00256_001,1211609541711711725,check_amenities,2026-04-23 14:30:55,0.9,3.0,0.9901,2.9703,0.4002
E00000071,U00256,short_term,family_group,S_U00256_001,1084172547730877005,open_listing,2026-04-23 00:37:56,1.47,1.0,0.9838,0.9838,0.2045
E00000072,U00256,short_term,family_group,S_U00256_001,31812511,impression,2026-04-23 09:51:18,1.09,0.2,0.988,0.1976,0.2747
E00000073,U00256,short_term,family_group,S_U00256_001,792338581401363972,impression,2026-04-22 21:33:48,1.6,0.2,0.9824,0.1965,0.3112
E00000074,U00256,short_term,family_group,S_U00256_001,675584358878189922,check_amenities,2026-04-24 03:27:40,0.36,3.0,0.9961,2.9882,0.448
E00000075,U00256,short_term,family_group,S_U00256_001,1277073258634695780,open_listing,2026-04-23 11:10:42,1.03,1.0,0.9886,0.9886,0.173
E00000076,U00256,short_term,family_group,S_U00256_001,9832917,open_listing,2026-04-23 14:50:12,0.88,1.0,0.9903,0.9903,0.1689
E00000077,U00256,short_term,family_group,S_U00256_001,1040823834837019844,open_listing,2026-04-23 09:12:26,1.12,1.0,0.9877,0.9877,0.4433
E00000078,U00256,short_term,family_group,S_U00256_001,1015649288602228635,impression,2026-04-23 12:17:03,0.99,0.2,0.9891,0.1978,0.3193
E00000079,U00256,short_term,family_group,S_U00256_001,1317704390957749942,view_images,2026-04-24 00:12:48,0.49,3.0,0.9946,2.9837,0.2257
E00000080,U00256,short_term,family_group,S_U00256_001,972985681264587879,impression,2026-04-23 02:16:27,1.41,0.2,0.9845,0.1969,0.0817
E00000081,U00256,short_term,family_group,S_U00256_001,927113934253835100,open_listing,2026-04-24 08:37:02,0.14,1.0,0.9984,0.9984,0.3509
E00000082,U00256,short_term,family_group,S_U00256_001,1075096161622025395,impression,2026-04-23 15:36:39,0.85,0.2,0.9906,0.1981,0.3225
E00000083,U00257,short_term,luxury_guest,S_U00257_001,1417729274030301476,open_listing,2026-04-22 22:18:29,1.57,1.0,0.9827,0.9827,0.4688
E00000084,U00257,short_term,luxury_guest,S_U00257_001,52922495,view_images,2026-04-23 15:59:37,0.83,3.0,0.9908,2.9723,0.4956
E00000085,U00257,short_term,luxury_guest,S_U00257_001,17448778,impression,2026-04-22 13:52:14,1.92,0.2,0.9789,0.1958,0.3141
E00000086,U00257,short_term,luxury_guest,S_U00257_001,864709587217803188,impression,2026-04-24 04:52:58,0.3,0.2,0.9967,0.1993,0.503
E00000087,U00257,short_term,luxury_guest,S_U00257_001,1226427312395048585,view_images,2026-04-23 11:14:55,1.03,3.0,0.9886,2.9658,0.5634
E00000088,U00257,short_term,luxury_guest,S_U00257_001,1369647727680611327,impression,2026-04-22 22:14:09,1.57,0.2,0.9827,0.1965,0.3906
E00000089,U00257,short_term,luxury_guest,S_U00257_001,1245142659074486220,open_listing,2026-04-23 09:37:51,1.1,1.0,0.9879,0.9879,0.4664
E00000090,U00257,short_term,luxury_guest,S_U00257_001,925095353507405164,impression,2026-04-23 05:54:22,1.25,0.2,0.9862,0.1972,0.3942
E00000091,U00258,short_term,couple_getaway,S_U00258_001,966350280877019514,view_images,2026-04-23 15:15:58,0.86,3.0,0.9904,2.9713,0.9182
E00000092,U00258,short_term,couple_getaway,S_U00258_001,1317388,check_location,2026-04-23 11:12:23,1.03,3.0,0.9886,2.9658,0.8474
E00000093,U00258,short_term,couple_getaway,S_U00258_001,10392092,open_listing,2026-04-23 08:47:26,1.13,1.0,0.9875,0.9875,0.7997
E00000094,U00258,short_term,couple_getaway,S_U00258_001,16259821,impression,2026-04-22 19:45:03,1.68,0.2,0.9815,0.1963,0.6779
E00000095,U00258,short_term,couple_getaway,S_U00258_001,676485996251251739,view_images,2026-04-22 19:25:58,1.69,3.0,0.9814,2.9442,0.568
E00000096,U00258,short_term,couple_getaway,S_U00258_001,29269162,open_listing,2026-04-22 22:54:55,1.55,1.0,0.983,0.983,0.8148
E00000097,U00258,short_term,couple_getaway,S_U00258_001,39537433,impression,2026-04-23 05:08:04,1.29,0.2,0.9858,0.1972,0.5549
E00000098,U00258,short_term,couple_getaway,S_U00258_001,53756051,check_amenities,2026-04-22 20:56:42,1.63,3.0,0.9821,2.9462,0.7559
E00000099,U00258,short_term,couple_getaway,S_U00258_001,31654113,check_location,2026-04-23 14:11:14,0.91,3.0,0.99,2.9699,0.7605
E00000100,U00258,short_term,couple_getaway,S_U00258_001,1286775801634136075,impression,2026-04-23 15:52:20,0.84,0.2,0.9907,0.1981,0.6539
E00000101,U00258,short_term,couple_getaway,S_U00258_001,15974985,open_listing,2026-04-23 03:03:33,1.37,1.0,0.9849,0.9849,0.4557
E00000102,U00259,short_term,family_group,S_U00259_001,654614336751043919,impression,2026-04-22 22:00:32,1.58,0.2,0.9826,0.1965,0.5145
E00000103,U00259,short_term,family_group,S_U00259_001,1424458713939002760,impression,2026-04-23 05:58:01,1.25,0.2,0.9862,0.1972,0.3957
E00000104,U00259,short_term,family_group,S_U00259_001,1010432915404792630,impression,2026-04-23 13:22:05,0.94,0.2,0.9896,0.1979,0.3869
E00000105,U00259,short_term,family_group,S_U00259_001,44006779,impression,2026-04-22 16:54:13,1.8,0.2,0.9802,0.196,0.265
E00000106,U00259,short_term,family_group,S_U00259_001,1236828845990619960,impression,2026-04-23 15:01:21,0.87,0.2,0.9903,0.1981,0.1698
E00000107,U00259,short_term,family_group,S_U00259_001,1185832787693578888,impression,2026-04-23 21:24:54,0.61,0.2,0.9933,0.1987,0.1616
E00000108,U00259,short_term,family_group,S_U00259_001,824755741509241457,impression,2026-04-23 05:37:28,1.27,0.2,0.986,0.1972,0.3352
E00000109,U00259,short_term,family_group,S_U00259_001,948197416490496847,impression,2026-04-23 12:17:47,0.99,0.2,0.9891,0.1978,0.2928
E00000110,U00260,short_term,budget_traveller,S_U00260_001,1100390009369649866,check_location,2026-04-22 14:39:19,1.89,3.0,0.9792,2.9377,0.8019
E00000111,U00260,short_term,budget_traveller,S_U00260_001,1365461968520980164,check_location,2026-04-23 22:21:31,0.57,3.0,0.9937,2.9811,1.0
E00000112,U00260,short_term,budget_traveller,S_U00260_001,40187539,save_property,2026-04-23 02:16:25,1.41,6.0,0.9845,5.907,0.785
E00000113,U00260,short_term,budget_traveller,S_U00260_001,1164354046069465623,open_listing,2026-04-24 07:11:49,0.2,1.0,0.9978,0.9978,0.965
E00000114,U00260,short_term,budget_traveller,S_U00260_001,8617383,check_location,2026-04-23 04:11:18,1.33,3.0,0.9854,2.9561,0.7732
E00000115,U00260,short_term,budget_traveller,S_U00260_001,4207786,check_location,2026-04-23 16:40:44,0.81,3.0,0.9911,2.9733,0.8271
E00000116,U00260,short_term,budget_traveller,S_U00260_001,44651453,view_images,2026-04-23 04:25:56,1.32,3.0,0.9855,2.9565,0.93
E00000117,U00260,short_term,budget_traveller,S_U00260_001,1298170280583232468,save_property,2026-04-23 09:39:17,1.1,6.0,0.9879,5.9273,1.0
E00000118,U00260,short_term,budget_traveller,S_U00260_001,33557586,open_listing,2026-04-23 15:42:16,0.85,1.0,0.9906,0.9906,0.8464
E00000119,U00260,short_term,budget_traveller,S_U00260_001,1127113642254293552,view_images,2026-04-23 19:32:53,0.69,3.0,0.9924,2.9772,0.8156
E00000120,U00260,short_term,budget_traveller,S_U00260_001,799751474041528320,impression,2026-04-22 20:28:17,1.65,0.2,0.9819,0.1964,0.6849
E00000121,U00261,short_term,couple_getaway,S_U00261_001,41119974,save_property,2026-04-23 00:02:10,1.5,6.0,0.9835,5.9009,0.8123
E00000122,U00261,short_term,couple_getaway,S_U00261_001,31559938,save_property,2026-04-23 09:51:31,1.09,6.0,0.988,5.9278,0.7758
E00000123,U00261,short_term,couple_getaway,S_U00261_001,1394456020131030112,open_listing,2026-04-23 17:57:46,0.75,1.0,0.9917,0.9917,0.579
E00000124,U00261,short_term,couple_getaway,S_U00261_001,1225822204667273730,view_images,2026-04-23 00:07:59,1.49,3.0,0.9835,2.9506,0.5525
E00000125,U00261,short_term,couple_getaway,S_U00261_001,796115142956348905,open_listing,2026-04-23 06:16:42,1.24,1.0,0.9863,0.9863,0.6675
E00000126,U00261,short_term,couple_getaway,S_U00261_001,1314888363887752155,check_amenities,2026-04-23 13:26:18,0.94,3.0,0.9896,2.9688,0.7475
E00000127,U00261,short_term,couple_getaway,S_U00261_001,1298078713229986281,check_amenities,2026-04-24 00:16:13,0.49,3.0,0.9946,2.9838,0.7428
E00000128,U00261,short_term,couple_getaway,S_U00261_001,719302444853574379,view_images,2026-04-22 21:32:01,1.6,3.0,0.9823,2.947,0.7633
E00000129,U00261,short_term,couple_getaway,S_U00261_001,1067762064066536799,open_listing,2026-04-23 06:00:12,1.25,1.0,0.9862,0.9862,0.6646
E00000130,U00261,short_term,couple_getaway,S_U00261_001,1264121628977982108,open_listing,2026-04-24 04:11:32,0.33,1.0,0.9964,0.9964,0.6274
E00000131,U00261,short_term,couple_getaway,S_U00261_001,42907264,view_images,2026-04-23 23:33:52,0.52,3.0,0.9943,2.9828,0.976
E00000132,U00262,short_term,large_group,S_U00262_001,797396778113830501,open_listing,2026-04-24 01:05:07,0.45,1.0,0.995,0.995,0.1845
E00000133,U00262,short_term,large_group,S_U00262_001,1382299721941504568,open_listing,2026-04-24 00:26:37,0.48,1.0,0.9947,0.9947,0.241
E00000134,U00262,short_term,large_group,S_U00262_001,1197661023709210382,open_listing,2026-04-23 01:09:04,1.45,1.0,0.984,0.984,0.4005
E00000135,U00262,short_term,large_group,S_U00262_001,53831472,impression,2026-04-23 15:58:31,0.83,0.2,0.9908,0.1982,0.1607
E00000136,U00262,short_term,large_group,S_U00262_001,1157483492156322001,open_listing,2026-04-23 15:24:09,0.86,1.0,0.9905,0.9905,0.5225
E00000137,U00262,short_term,large_group,S_U00262_001,999599322741073503,open_listing,2026-04-24 02:49:23,0.38,1.0,0.9958,0.9958,0.1856
E00000138,U00262,short_term,large_group,S_U00262_001,1008197687393704562,impression,2026-04-23 13:56:56,0.92,0.2,0.9898,0.198,0.1478
E00000139,U00262,short_term,large_group,S_U00262_001,2392859,impression,2026-04-23 16:31:37,0.81,0.2,0.991,0.1982,0.1538
E00000140,U00262,short_term,large_group,S_U00262_001,956155599593649279,impression,2026-04-22 18:59:41,1.71,0.2,0.9812,0.1962,0.4362
E00000141,U00262,short_term,large_group,S_U00262_001,1265589444984671702,impression,2026-04-23 14:29:32,0.9,0.2,0.9901,0.198,0.0346
E00000142,U00262,short_term,large_group,S_U00262_001,901233469042237198,impression,2026-04-23 07:44:15,1.18,0.2,0.987,0.1974,0.2509
E00000143,U00262,short_term,large_group,S_U00262_001,13866668,impression,2026-04-23 13:14:18,0.95,0.2,0.9895,0.1979,0.2432
E00000144,U00263,short_term,budget_traveller,S_U00263_001,1048883513587258839,check_location,2026-04-23 13:56:35,0.92,3.0,0.9898,2.9695,0.8508
E00000145,U00263,short_term,budget_traveller,S_U00263_001,1243770561152380231,open_listing,2026-04-22 16:17:34,1.82,1.0,0.98,0.98,0.8206
E00000146,U00263,short_term,budget_traveller,S_U00263_001,1216227890711629076,impression,2026-04-23 01:21:07,1.44,0.2,0.9841,0.1968,0.6837
E00000147,U00263,short_term,budget_traveller,S_U00263_001,1213611925053312025,view_images,2026-04-23 01:08:43,1.45,3.0,0.984,2.952,0.8162
E00000148,U00263,short_term,budget_traveller,S_U00263_001,1132281931773289766,open_listing,2026-04-24 00:15:49,0.49,1.0,0.9946,0.9946,0.5375
E00000149,U00263,short_term,budget_traveller,S_U00263_001,46091553,check_location,2026-04-23 14:27:08,0.9,3.0,0.9901,2.9702,0.9959
E00000150,U00263,short_term,budget_traveller,S_U00263_001,1277882530329637701,view_images,2026-04-23 01:22:17,1.44,3.0,0.9841,2.9523,0.7932
E00000151,U00263,short_term,budget_traveller,S_U00263_001,1431671224439876924,save_property,2026-04-23 06:21:27,1.24,6.0,0.9864,5.9182,0.6113
E00000152,U00263,short_term,budget_traveller,S_U00263_001,1238093489548360978,check_location,2026-04-22 23:17:24,1.53,3.0,0.9831,2.9494,0.7593
E00000153,U00263,short_term,budget_traveller,S_U00263_001,1025531771499978259,impression,2026-04-23 12:52:57,0.96,0.2,0.9894,0.1979,0.6714
E00000154,U00263,short_term,budget_traveller,S_U00263_001,1211352363433334630,view_images,2026-04-22 18:14:18,1.74,3.0,0.9809,2.9426,0.9249
E00000155,U00263,short_term,budget_traveller,S_U00263_001,804111477136959840,open_listing,2026-04-23 04:02:13,1.33,1.0,0.9853,0.9853,0.728
E00000156,U00264,short_term,family_group,S_U00264_001,11145634,check_amenities,2026-04-23 00:30:13,1.48,3.0,0.9837,2.9511,0.4346
E00000157,U00264,short_term,family_group,S_U00264_001,34209487,open_listing,2026-04-23 16:48:26,0.8,1.0,0.9912,0.9912,0.1961
E00000158,U00264,short_term,family_group,S_U00264_001,780746505990177333,open_listing,2026-04-23 17:00:43,0.79,1.0,0.9912,0.9912,0.3689
E00000159,U00264,short_term,family_group,S_U00264_001,1194457055372108561,impression,2026-04-23 00:07:29,1.49,0.2,0.9835,0.1967,0.2122
E00000160,U00264,short_term,family_group,S_U00264_001,17684807,open_listing,2026-04-23 16:26:27,0.81,1.0,0.991,0.991,0.2404
E00000161,U00264,short_term,family_group,S_U00264_001,670536343979145100,impression,2026-04-23 10:36:01,1.06,0.2,0.9883,0.1977,0.2856
E00000162,U00264,short_term,family_group,S_U00264_001,1228817310811793583,impression,2026-04-23 16:39:46,0.81,0.2,0.9911,0.1982,0.1346
E00000163,U00264,short_term,family_group,S_U00264_001,290146,check_location,2026-04-23 18:08:06,0.74,3.0,0.9918,2.9753,0.4314
E00000164,U00264,short_term,family_group,S_U00264_001,1421071695070109040,impression,2026-04-23 09:29:50,1.1,0.2,0.9878,0.1976,0.3884
E00000165,U00264,short_term,family_group,S_U00264_001,42519369,impression,2026-04-23 05:58:38,1.25,0.2,0.9862,0.1972,0.1607
E00000166,U00264,short_term,family_group,S_U00264_001,1174919953940852369,impression,2026-04-23 18:06:37,0.75,0.2,0.9918,0.1984,0.0646
E00000167,U00264,short_term,family_group,S_U00264_001,1245189145513795645,open_listing,2026-04-23 15:18:57,0.86,1.0,0.9905,0.9905,0.198
E00000168,U00264,short_term,family_group,S_U00264_001,1254269768912269404,impression,2026-04-23 12:46:16,0.97,0.2,0.9893,0.1979,0.2508
E00000169,U00264,short_term,family_group,S_U00264_001,21752834,view_images,2026-04-23 06:13:04,1.24,3.0,0.9863,2.9589,0.4603
E00000170,U00264,short_term,family_group,S_U00264_001,1393977762125184881,open_listing,2026-04-23 01:20:42,1.44,1.0,0.9841,0.9841,0.2953
E00000171,U00264,short_term,family_group,S_U00264_001,53614873,open_listing,2026-04-24 01:39:49,0.43,1.0,0.9952,0.9952,0.1754
E00000172,U00264,short_term,family_group,S_U00264_001,1138864021542296063,open_listing,2026-04-23 15:17:32,0.86,1.0,0.9905,0.9905,0.241
E00000173,U00265,short_term,luxury_guest,S_U00265_001,42207595,open_listing,2026-04-23 06:41:23,1.22,1.0,0.9865,0.9865,0.5974
E00000174,U00265,short_term,luxury_guest,S_U00265_001,981665480608814767,impression,2026-04-22 14:23:15,1.9,0.2,0.9791,0.1958,0.4822
E00000175,U00265,short_term,luxury_guest,S_U00265_001,35416219,open_listing,2026-04-22 23:08:25,1.54,1.0,0.9831,0.9831,0.3323
E00000176,U00265,short_term,luxury_guest,S_U00265_001,16432212,check_location,2026-04-24 01:24:32,0.44,3.0,0.9951,2.9853,0.4629
E00000177,U00265,short_term,luxury_guest,S_U00265_001,13226834,impression,2026-04-24 03:55:14,0.34,0.2,0.9963,0.1993,0.3253
E00000178,U00265,short_term,luxury_guest,S_U00265_001,927116831855027370,open_listing,2026-04-23 03:22:08,1.36,1.0,0.985,0.985,0.4294
E00000179,U00265,short_term,luxury_guest,S_U00265_001,22893111,impression,2026-04-23 01:16:12,1.45,0.2,0.984,0.1968,0.4765
E00000180,U00265,short_term,luxury_guest,S_U00265_001,1152769153476696494,impression,2026-04-23 13:34:59,0.93,0.2,0.9897,0.1979,0.2923
E00000181,U00265,short_term,luxury_guest,S_U00265_001,898797068089313672,open_listing,2026-04-23 07:00:29,1.21,1.0,0.9867,0.9867,0.4585
E00000182,U00265,short_term,luxury_guest,S_U00265_001,53298875,open_listing,2026-04-22 21:39:04,1.6,1.0,0.9824,0.9824,0.4105
E00000183,U00266,short_term,couple_getaway,S_U00266_001,1192313576231727379,view_images,2026-04-22 18:37:48,1.72,3.0,0.981,2.9431,0.5787
E00000184,U00266,short_term,couple_getaway,S_U00266_001,1158992225650126283,save_property,2026-04-23 01:28:36,1.44,6.0,0.9841,5.9049,0.9619
E00000185,U00266,short_term,couple_getaway,S_U00266_001,1334689661937720252,view_images,2026-04-23 13:42:16,0.93,3.0,0.9897,2.9692,0.4861
E00000186,U00266,short_term,couple_getaway,S_U00266_001,1417805938808692386,check_amenities,2026-04-23 15:30:02,0.85,3.0,0.9906,2.9717,0.5619
E00000187,U00266,short_term,couple_getaway,S_U00266_001,770485144834358319,impression,2026-04-23 04:14:56,1.32,0.2,0.9854,0.1971,0.6231
E00000188,U00266,short_term,couple_getaway,S_U00266_001,24251689,impression,2026-04-23 20:26:03,0.65,0.2,0.9928,0.1986,0.6722
E00000189,U00267,short_term,couple_getaway,S_U00267_001,1153984074161008498,impression,2026-04-23 14:26:42,0.9,0.2,0.9901,0.198,0.654
